number,position,positionText,points,grid,laps,status,Q1,Q2,Q3,year,gpName,gpNumber,sessionName,driverId,code,DriverNationality,constructorId,constructorNationality,fastestLapNumber,fastestLapRank,fastestLapAvgSpeed,fastestLapTime,totalTime,TimeInterval
11,11,,,,,,,,,2018,Abu Dhabi Grand Prix,21,Practice 3,,PER,,,,13.0,11,,0 days 00:01:39.053000,,
28,12,,,,,,,,,2018,Abu Dhabi Grand Prix,21,Practice 3,,HAR,,,,16.0,12,,0 days 00:01:39.074000,,
16,13,,,,,,,,,2018,Abu Dhabi Grand Prix,21,Practice 3,,LEC,,,,7.0,13,,0 days 00:01:39.282000,,
20,14,,,,,,,,,2018,Abu Dhabi Grand Prix,21,Practice 3,,MAG,,,,9.0,14,,0 days 00:01:39.612000,,
10,15,,,,,,,,,2018,Abu Dhabi Grand Prix,21,Practice 3,,GAS,,,,10.0,15,,0 days 00:01:39.740000,,
14,16,,,,,,,,,2018,Abu Dhabi Grand Prix,21,Practice 3,,ALO,,,,8.0,16,,0 days 00:01:39.974000,,
9,17,,,,,,,,,2018,Abu Dhabi Grand Prix,21,Practice 3,,ERI,,,,16.0,17,,0 days 00:01:39.997000,,
18,18,,,,,,,,,2018,Abu Dhabi Grand Prix,21,Practice 3,,STR,,,,15.0,18,,0 days 00:01:40.117000,,
2,19,,,,,,,,,2018,Abu Dhabi Grand Prix,21,Practice 3,,VAN,,,,9.0,19,,0 days 00:01:40.233000,,
35,20,,,,,,,,,2018,Abu Dhabi Grand Prix,21,Practice 3,,SIR,,,,10.0,20,,0 days 00:01:41.182000,,
44,1,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,HAM,,,,13.0,1,,0 days 00:01:23.599000,,
5,2,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,VET,,,,10.0,2,,0 days 00:01:23.637000,,
16,3,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,LEC,,,,10.0,3,,0 days 00:01:23.673000,,
33,4,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,VER,,,,12.0,4,,0 days 00:01:23.792000,,
77,5,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,BOT,,,,13.0,5,,0 days 00:01:23.866000,,
7,6,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,RAI,,,,13.0,6,,0 days 00:01:24.816000,,
26,7,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,KVY,,,,22.0,7,,0 days 00:01:24.832000,,
10,8,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,GAS,,,,14.0,8,,0 days 00:01:24.932000,,
20,9,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,MAG,,,,14.0,9,,0 days 00:01:24.934000,,
27,10,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,HUL,,,,5.0,10,,0 days 00:01:25.015000,,
99,11,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,GIO,,,,11.0,11,,0 days 00:01:25.166000,,
8,12,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,GRO,,,,12.0,12,,0 days 00:01:25.224000,,
23,13,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,ALB,,,,19.0,13,,0 days 00:01:25.230000,,
55,14,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,SAI,,,,13.0,14,,0 days 00:01:25.285000,,
18,15,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,STR,,,,13.0,15,,0 days 00:01:25.288000,,
11,16,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,PER,,,,11.0,16,,0 days 00:01:25.498000,,
3,17,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,RIC,,,,10.0,17,,0 days 00:01:25.634000,,
4,18,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,NOR,,,,15.0,18,,0 days 00:01:25.966000,,
88,19,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,KUB,,,,22.0,19,,0 days 00:01:27.914000,,
63,20,,,,,,,,,2019,Australian Grand Prix,1,Practice 1,,RUS,,,,19.0,20,,0 days 00:01:28.740000,,
44,1,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,HAM,,,,12.0,1,,0 days 00:01:22.600000,,
77,2,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,BOT,,,,9.0,2,,0 days 00:01:22.648000,,
33,3,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,VER,,,,23.0,3,,0 days 00:01:23.400000,,
10,4,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,GAS,,,,9.0,4,,0 days 00:01:23.442000,,
5,5,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,VET,,,,9.0,5,,0 days 00:01:23.473000,,
7,6,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,RAI,,,,11.0,6,,0 days 00:01:23.572000,,
27,7,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,HUL,,,,9.0,7,,0 days 00:01:23.574000,,
3,8,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,RIC,,,,9.0,8,,0 days 00:01:23.644000,,
16,9,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,LEC,,,,11.0,9,,0 days 00:01:23.754000,,
8,10,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,GRO,,,,10.0,10,,0 days 00:01:23.814000,,
26,11,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,KVY,,,,9.0,11,,0 days 00:01:23.933000,,
20,12,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,MAG,,,,8.0,12,,0 days 00:01:23.988000,,
18,13,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,STR,,,,11.0,13,,0 days 00:01:24.011000,,
55,14,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,SAI,,,,13.0,14,,0 days 00:01:24.133000,,
99,15,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,GIO,,,,9.0,15,,0 days 00:01:24.293000,,
11,16,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,PER,,,,12.0,16,,0 days 00:01:24.401000,,
23,17,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,ALB,,,,14.0,17,,0 days 00:01:24.675000,,
4,18,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,NOR,,,,14.0,18,,0 days 00:01:24.733000,,
63,19,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,RUS,,,,9.0,19,,0 days 00:01:26.453000,,
88,20,,,,,,,,,2019,Australian Grand Prix,1,Practice 2,,KUB,,,,10.0,20,,0 days 00:01:26.655000,,
44,1,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,HAM,,,,9.0,1,,0 days 00:01:22.292000,,
5,2,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,VET,,,,8.0,2,,0 days 00:01:22.556000,,
16,3,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,LEC,,,,8.0,3,,0 days 00:01:22.749000,,
8,4,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,GRO,,,,12.0,4,,0 days 00:01:23.112000,,
20,5,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,MAG,,,,12.0,5,,0 days 00:01:23.334000,,
10,6,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,GAS,,,,14.0,6,,0 days 00:01:23.367000,,
77,7,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,BOT,,,,12.0,7,,0 days 00:01:23.422000,,
26,8,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,KVY,,,,13.0,8,,0 days 00:01:23.442000,,
33,9,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,VER,,,,16.0,9,,0 days 00:01:23.481000,,
3,10,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,RIC,,,,11.0,10,,0 days 00:01:23.695000,,
27,11,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,HUL,,,,10.0,11,,0 days 00:01:23.737000,,
99,12,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,GIO,,,,12.0,12,,0 days 00:01:23.831000,,
55,13,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,SAI,,,,15.0,13,,0 days 00:01:24.049000,,
11,14,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,PER,,,,14.0,14,,0 days 00:01:24.082000,,
23,15,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,ALB,,,,12.0,15,,0 days 00:01:24.328000,,
18,16,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,STR,,,,15.0,16,,0 days 00:01:24.345000,,
7,17,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,RAI,,,,14.0,17,,0 days 00:01:24.402000,,
4,18,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,NOR,,,,11.0,18,,0 days 00:01:24.568000,,
63,19,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,RUS,,,,13.0,19,,0 days 00:01:25.944000,,
88,20,,,,,,,,,2019,Australian Grand Prix,1,Practice 3,,KUB,,,,14.0,20,,0 days 00:01:26.589000,,
16,1,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,LEC,,,,11.0,1,,0 days 00:01:30.354000,,
5,2,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,VET,,,,11.0,2,,0 days 00:01:30.617000,,
77,3,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,BOT,,,,11.0,3,,0 days 00:01:31.328000,,
44,4,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,HAM,,,,12.0,4,,0 days 00:01:31.601000,,
33,5,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,VER,,,,14.0,5,,0 days 00:01:31.673000,,
10,6,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,GAS,,,,9.0,6,,0 days 00:01:31.815000,,
55,7,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,SAI,,,,15.0,7,,0 days 00:01:31.952000,,
27,8,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,HUL,,,,11.0,8,,0 days 00:01:32.040000,,
26,9,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,KVY,,,,13.0,9,,0 days 00:01:32.339000,,
7,10,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,RAI,,,,15.0,10,,0 days 00:01:32.385000,,
3,11,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,RIC,,,,11.0,11,,0 days 00:01:32.401000,,
20,12,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,MAG,,,,11.0,12,,0 days 00:01:32.602000,,
23,13,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,ALB,,,,14.0,13,,0 days 00:01:32.874000,,
11,14,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,PER,,,,12.0,14,,0 days 00:01:32.885000,,
4,15,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,NOR,,,,14.0,15,,0 days 00:01:32.945000,,
99,16,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,GIO,,,,11.0,16,,0 days 00:01:32.949000,,
8,17,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,GRO,,,,11.0,17,,0 days 00:01:32.994000,,
18,18,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,STR,,,,12.0,18,,0 days 00:01:33.518000,,
63,19,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,RUS,,,,13.0,19,,0 days 00:01:34.188000,,
88,20,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 1,,KUB,,,,13.0,20,,0 days 00:01:34.253000,,
5,1,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,VET,,,,14.0,1,,0 days 00:01:28.846000,,
16,2,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,LEC,,,,14.0,2,,0 days 00:01:28.881000,,
44,3,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,HAM,,,,9.0,3,,0 days 00:01:29.449000,,
77,4,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,BOT,,,,10.0,4,,0 days 00:01:29.557000,,
27,5,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,HUL,,,,7.0,5,,0 days 00:01:29.669000,,
33,6,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,VER,,,,7.0,6,,0 days 00:01:29.725000,,
20,7,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,MAG,,,,9.0,7,,0 days 00:01:30,,
4,8,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,NOR,,,,9.0,8,,0 days 00:01:30.017000,,
8,9,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,GRO,,,,11.0,9,,0 days 00:01:30.068000,,
26,10,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,KVY,,,,10.0,10,,0 days 00:01:30.093000,,
55,11,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,SAI,,,,9.0,11,,0 days 00:01:30.192000,,
10,12,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,GAS,,,,12.0,12,,0 days 00:01:30.429000,,
23,13,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,ALB,,,,7.0,13,,0 days 00:01:30.458000,,
11,14,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,PER,,,,9.0,14,,0 days 00:01:30.716000,,
3,15,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,RIC,,,,11.0,15,,0 days 00:01:30.848000,,
7,16,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,RAI,,,,2.0,16,,0 days 00:01:31.088000,,
18,17,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,STR,,,,14.0,17,,0 days 00:01:31.129000,,
99,18,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,GIO,,,,6.0,18,,0 days 00:01:31.144000,,
63,19,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,RUS,,,,8.0,19,,0 days 00:01:31.904000,,
88,20,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 2,,KUB,,,,10.0,20,,0 days 00:01:32.932000,,
16,1,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,LEC,,,,9.0,1,,0 days 00:01:29.569000,,
5,2,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,VET,,,,11.0,2,,0 days 00:01:29.738000,,
44,3,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,HAM,,,,9.0,3,,0 days 00:01:30.334000,,
77,4,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,BOT,,,,11.0,4,,0 days 00:01:30.389000,,
8,5,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,GRO,,,,12.0,5,,0 days 00:01:30.818000,,
27,6,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,HUL,,,,10.0,6,,0 days 00:01:30.910000,,
4,7,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,NOR,,,,11.0,7,,0 days 00:01:30.955000,,
33,8,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,VER,,,,3.0,8,,0 days 00:01:30.959000,,
55,9,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,SAI,,,,10.0,9,,0 days 00:01:30.965000,,
26,10,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,KVY,,,,14.0,10,,0 days 00:01:31.173000,,
7,11,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,RAI,,,,19.0,11,,0 days 00:01:31.333000,,
10,12,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,GAS,,,,10.0,12,,0 days 00:01:31.392000,,
20,13,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,MAG,,,,12.0,13,,0 days 00:01:31.540000,,
18,14,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,STR,,,,12.0,14,,0 days 00:01:31.618000,,
11,15,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,PER,,,,5.0,15,,0 days 00:01:31.638000,,
3,16,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,RIC,,,,9.0,16,,0 days 00:01:31.643000,,
23,17,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,ALB,,,,14.0,17,,0 days 00:01:31.679000,,
99,18,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,GIO,,,,3.0,18,,0 days 00:01:32.132000,,
63,19,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,RUS,,,,11.0,19,,0 days 00:01:33.387000,,
88,20,,,,,,,,,2019,Bahrain Grand Prix,2,Practice 3,,KUB,,,,12.0,20,,0 days 00:01:33.525000,,
77,1,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,BOT,,,,10.0,1,,0 days 00:01:33.330000,,
5,2,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,VET,,,,9.0,2,,0 days 00:01:33.357000,,
33,3,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,VER,,,,7.0,3,,0 days 00:01:33.551000,,
44,4,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,HAM,,,,8.0,4,,0 days 00:01:34.037000,,
27,5,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,HUL,,,,9.0,5,,0 days 00:01:34.096000,,
55,6,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,SAI,,,,9.0,6,,0 days 00:01:34.141000,,
16,7,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,LEC,,,,11.0,7,,0 days 00:01:34.158000,,
4,8,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,NOR,,,,12.0,8,,0 days 00:01:34.296000,,
3,9,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,RIC,,,,10.0,9,,0 days 00:01:34.336000,,
10,10,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,GAS,,,,9.0,10,,0 days 00:01:34.455000,,
7,11,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,RAI,,,,8.0,11,,0 days 00:01:34.551000,,
23,12,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,ALB,,,,7.0,12,,0 days 00:01:34.634000,,
26,13,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,KVY,,,,5.0,13,,0 days 00:01:34.694000,,
18,14,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,STR,,,,9.0,14,,0 days 00:01:34.779000,,
11,15,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,PER,,,,7.0,15,,0 days 00:01:34.784000,,
20,16,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,MAG,,,,11.0,16,,0 days 00:01:34.788000,,
8,17,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,GRO,,,,9.0,17,,0 days 00:01:35.704000,,
99,18,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,GIO,,,,14.0,18,,0 days 00:01:35.914000,,
88,19,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,KUB,,,,9.0,19,,0 days 00:01:36.121000,,
63,20,,,,,,,,,2019,Chinese Grand Prix,3,Practice 2,,RUS,,,,7.0,20,,0 days 00:01:36.229000,,
77,1,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,BOT,,,,10.0,1,,0 days 00:01:32.830000,,
5,2,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,VET,,,,2.0,2,,0 days 00:01:33.222000,,
16,3,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,LEC,,,,8.0,3,,0 days 00:01:33.248000,,
44,4,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,HAM,,,,9.0,4,,0 days 00:01:33.689000,,
27,5,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,HUL,,,,10.0,5,,0 days 00:01:33.974000,,
7,6,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,RAI,,,,13.0,6,,0 days 00:01:34.246000,,
33,7,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,VER,,,,2.0,7,,0 days 00:01:34.447000,,
55,8,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,SAI,,,,8.0,8,,0 days 00:01:34.510000,,
23,9,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,ALB,,,,3.0,9,,0 days 00:01:34.600000,,
26,10,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,KVY,,,,3.0,10,,0 days 00:01:34.783000,,
4,11,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,NOR,,,,7.0,11,,0 days 00:01:34.938000,,
11,12,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,PER,,,,2.0,12,,0 days 00:01:35.078000,,
3,13,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,RIC,,,,2.0,13,,0 days 00:01:35.142000,,
18,14,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,STR,,,,2.0,14,,0 days 00:01:35.223000,,
10,15,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,GAS,,,,2.0,15,,0 days 00:01:35.326000,,
99,16,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,GIO,,,,3.0,16,,0 days 00:01:35.726000,,
8,17,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,GRO,,,,3.0,17,,0 days 00:01:35.771000,,
20,18,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,MAG,,,,5.0,18,,0 days 00:01:35.998000,,
63,19,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,RUS,,,,6.0,19,,0 days 00:01:36.124000,,
88,20,,,,,,,,,2019,Chinese Grand Prix,3,Practice 3,,KUB,,,,7.0,20,,0 days 00:01:36.176000,,
16,1,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,LEC,,,,12.0,1,,0 days 00:01:42.872000,,
5,2,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,VET,,,,10.0,2,,0 days 00:01:43.196000,,
44,3,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,HAM,,,,14.0,3,,0 days 00:01:43.541000,,
33,4,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,VER,,,,13.0,4,,0 days 00:01:43.793000,,
77,5,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,BOT,,,,14.0,5,,0 days 00:01:44.003000,,
26,6,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,KVY,,,,7.0,6,,0 days 00:01:44.177000,,
55,7,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,SAI,,,,14.0,7,,0 days 00:01:44.183000,,
23,8,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,ALB,,,,16.0,8,,0 days 00:01:44.216000,,
10,9,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,GAS,,,,13.0,9,,0 days 00:01:44.240000,,
4,10,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,NOR,,,,21.0,10,,0 days 00:01:44.295000,,
20,11,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,MAG,,,,12.0,11,,0 days 00:01:44.901000,,
99,12,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,GIO,,,,10.0,12,,0 days 00:01:45.366000,,
11,13,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,PER,,,,11.0,13,,0 days 00:01:45.436000,,
7,14,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,RAI,,,,14.0,14,,0 days 00:01:45.482000,,
3,15,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,RIC,,,,9.0,15,,0 days 00:01:45.483000,,
8,16,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,GRO,,,,15.0,16,,0 days 00:01:45.618000,,
27,17,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,HUL,,,,14.0,17,,0 days 00:01:46.717000,,
18,18,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,STR,,,,6.0,18,,0 days 00:01:47.875000,,
88,19,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 2,,KUB,,,,16.0,19,,0 days 00:01:48.111000,,
16,1,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,LEC,,,,11.0,1,,0 days 00:01:41.604000,,
5,2,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,VET,,,,11.0,2,,0 days 00:01:41.802000,,
33,3,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,VER,,,,10.0,3,,0 days 00:01:42.852000,,
77,4,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,BOT,,,,17.0,4,,0 days 00:01:43.064000,,
44,5,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,HAM,,,,11.0,5,,0 days 00:01:43.176000,,
26,6,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,KVY,,,,15.0,6,,0 days 00:01:43.223000,,
20,7,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,MAG,,,,18.0,7,,0 days 00:01:43.294000,,
23,8,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,ALB,,,,18.0,8,,0 days 00:01:43.300000,,
11,9,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,PER,,,,11.0,9,,0 days 00:01:43.430000,,
7,10,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,RAI,,,,18.0,10,,0 days 00:01:43.537000,,
3,11,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,RIC,,,,14.0,11,,0 days 00:01:43.561000,,
99,12,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,GIO,,,,19.0,12,,0 days 00:01:43.637000,,
4,13,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,NOR,,,,14.0,13,,0 days 00:01:43.924000,,
55,14,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,SAI,,,,18.0,14,,0 days 00:01:43.978000,,
18,15,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,STR,,,,13.0,15,,0 days 00:01:44.039000,,
27,16,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,HUL,,,,17.0,16,,0 days 00:01:44.043000,,
8,17,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,GRO,,,,11.0,17,,0 days 00:01:44.374000,,
88,18,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,KUB,,,,15.0,18,,0 days 00:01:46,,
63,19,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,RUS,,,,18.0,19,,0 days 00:01:46.290000,,
10,20,,,,,,,,,2019,Azerbaijan Grand Prix,4,Practice 3,,GAS,,,,18.0,20,,0 days 00:01:47.836000,,
77,1,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,,BOT,,,,17.0,1,,0 days 00:01:17.951000,,
5,2,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,,VET,,,,13.0,2,,0 days 00:01:18.066000,,
16,3,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,,LEC,,,,15.0,3,,0 days 00:01:18.172000,,
44,4,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,,HAM,,,,10.0,4,,0 days 00:01:18.575000,,
8,5,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,,GRO,,,,11.0,5,,0 days 00:01:18.943000,,
55,6,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,,SAI,,,,16.0,6,,0 days 00:01:19.155000,,
