number,position,Q1,Q2,Q3,positionText,points,grid,laps,status,year,gpName,gpNumber,sessionName,driverId,code,DriverNationality,constructorId,constructorNationality,fastestLapNumber,fastestLapRank,fastestLapAvgSpeed,fastestLapTime,totalTime,TimeInterval
5,5,,,,5,10,2,57,Finished,2019,Bahrain Grand Prix,2,Race,vettel,VET,German,ferrari,Italian,43,4,205.313,1:34.895,5697363,+36.068
4,6,,,,6,8,9,57,Finished,2019,Bahrain Grand Prix,2,Race,norris,NOR,British,mclaren,British,14,12,203.422,1:35.777,5707049,+45.754
7,7,,,,7,6,8,57,Finished,2019,Bahrain Grand Prix,2,Race,raikkonen,RAI,Finnish,alfa,Swiss,45,11,203.822,1:35.589,5708765,+47.470
10,8,,,,8,4,13,57,Finished,2019,Bahrain Grand Prix,2,Race,gasly,GAS,French,red_bull,Austrian,42,8,204.460,1:35.291,5719389,+58.094
23,9,,,,9,2,12,57,Finished,2019,Bahrain Grand Prix,2,Race,albon,ALB,Thai,toro_rosso,Italian,39,16,201.372,1:36.752,5723992,+1:02.697
11,10,,,,10,1,14,57,Finished,2019,Bahrain Grand Prix,2,Race,perez,PER,Mexican,racing_point,British,51,14,202.254,1:36.330,5724991,+1:03.696
99,11,,,,11,0,16,57,Finished,2019,Bahrain Grand Prix,2,Race,giovinazzi,GIO,Italian,alfa,Swiss,42,7,204.575,1:35.237,5725894,+1:04.599
26,12,,,,12,0,15,56,+1 Lap,2019,Bahrain Grand Prix,2,Race,kvyat,KVY,Russian,toro_rosso,Italian,40,5,205.228,1:34.934,,
20,13,,,,13,0,6,56,+1 Lap,2019,Bahrain Grand Prix,2,Race,kevin_magnussen,MAG,Danish,haas,American,41,13,203.178,1:35.892,,
18,14,,,,14,0,18,56,+1 Lap,2019,Bahrain Grand Prix,2,Race,stroll,STR,Canadian,racing_point,British,31,17,200.781,1:37.037,,
63,15,,,,15,0,19,56,+1 Lap,2019,Bahrain Grand Prix,2,Race,russell,RUS,British,williams,British,14,19,200.211,1:37.313,,
88,16,,,,16,0,20,55,+2 Laps,2019,Bahrain Grand Prix,2,Race,kubica,KUB,Polish,williams,British,13,20,199.005,1:37.903,,
27,17,,,,R,0,17,53,Engine,2019,Bahrain Grand Prix,2,Race,hulkenberg,HUL,German,renault,French,14,6,204.623,1:35.215,,
3,18,,,,R,0,10,53,Out of fuel,2019,Bahrain Grand Prix,2,Race,ricciardo,RIC,Australian,renault,French,42,15,201.487,1:36.697,,
55,19,,,,R,0,7,53,Collision damage,2019,Bahrain Grand Prix,2,Race,sainz,SAI,Spanish,mclaren,British,42,10,203.829,1:35.586,,
8,20,,,,R,0,11,16,Retired,2019,Bahrain Grand Prix,2,Race,grosjean,GRO,French,haas,American,3,18,200.316,1:37.262,,
77,1,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,bottas,BOT,Finnish,mercedes,German,17.0,1,,0 days 00:01:17.951000,,
5,2,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,vettel,VET,German,ferrari,Italian,13.0,2,,0 days 00:01:18.066000,,
16,3,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,leclerc,LEC,Monegasque,ferrari,Italian,15.0,3,,0 days 00:01:18.172000,,
44,4,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,hamilton,HAM,British,mercedes,German,10.0,4,,0 days 00:01:18.575000,,
8,5,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,grosjean,GRO,French,haas,American,11.0,5,,0 days 00:01:18.943000,,
55,6,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,sainz,SAI,Spanish,mclaren,British,16.0,6,,0 days 00:01:19.155000,,
20,7,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,kevin_magnussen,MAG,Danish,haas,American,19.0,7,,0 days 00:01:19.180000,,
10,8,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,gasly,GAS,French,red_bull,Austrian,19.0,8,,0 days 00:01:19.285000,,
26,9,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,kvyat,KVY,Russian,toro_rosso,Italian,18.0,9,,0 days 00:01:19.364000,,
27,10,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,hulkenberg,HUL,German,renault,French,16.0,10,,0 days 00:01:19.450000,,
3,11,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,ricciardo,RIC,Australian,renault,French,19.0,11,,0 days 00:01:19.511000,,
33,12,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,max_verstappen,VER,Dutch,red_bull,Austrian,8.0,12,,0 days 00:01:19.844000,,
18,13,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,stroll,STR,Canadian,racing_point,British,14.0,13,,0 days 00:01:19.855000,,
99,14,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,giovinazzi,GIO,Italian,alfa,Swiss,19.0,14,,0 days 00:01:20.021000,,
23,15,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,albon,ALB,Thai,toro_rosso,Italian,21.0,15,,0 days 00:01:20.030000,,
4,16,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,norris,NOR,British,mclaren,British,7.0,16,,0 days 00:01:20.066000,,
11,17,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,perez,PER,Mexican,racing_point,British,16.0,17,,0 days 00:01:20.459000,,
7,18,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,raikkonen,RAI,Finnish,alfa,Swiss,14.0,18,,0 days 00:01:20.591000,,
88,19,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,kubica,KUB,Polish,williams,British,14.0,19,,0 days 00:01:20.889000,,
63,20,,,,,,,,,2019,Spanish Grand Prix,5,Practice 1,russell,RUS,British,williams,British,7.0,20,,0 days 00:01:20.990000,,
77,1,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,bottas,BOT,Finnish,mercedes,German,9.0,1,,0 days 00:01:17.284000,,
44,2,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,hamilton,HAM,British,mercedes,German,14.0,2,,0 days 00:01:17.333000,,
16,3,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,leclerc,LEC,Monegasque,ferrari,Italian,12.0,3,,0 days 00:01:17.585000,,
5,4,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,vettel,VET,German,ferrari,Italian,9.0,4,,0 days 00:01:17.673000,,
33,5,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,max_verstappen,VER,Dutch,red_bull,Austrian,10.0,5,,0 days 00:01:18.035000,,
8,6,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,grosjean,GRO,French,haas,American,12.0,6,,0 days 00:01:18.153000,,
10,7,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,gasly,GAS,French,red_bull,Austrian,14.0,7,,0 days 00:01:18.238000,,
20,8,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,kevin_magnussen,MAG,Danish,haas,American,16.0,8,,0 days 00:01:18.355000,,
55,9,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,sainz,SAI,Spanish,mclaren,British,13.0,9,,0 days 00:01:18.658000,,
26,10,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,kvyat,KVY,Russian,toro_rosso,Italian,12.0,10,,0 days 00:01:18.722000,,
7,11,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,raikkonen,RAI,Finnish,alfa,Swiss,13.0,11,,0 days 00:01:18.727000,,
23,12,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,albon,ALB,Thai,toro_rosso,Italian,13.0,12,,0 days 00:01:18.779000,,
18,13,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,stroll,STR,Canadian,racing_point,British,7.0,13,,0 days 00:01:18.839000,,
27,14,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,hulkenberg,HUL,German,renault,French,12.0,14,,0 days 00:01:18.861000,,
3,15,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,ricciardo,RIC,Australian,renault,French,14.0,15,,0 days 00:01:18.934000,,
4,16,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,norris,NOR,British,mclaren,British,10.0,16,,0 days 00:01:19.041000,,
99,17,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,giovinazzi,GIO,Italian,alfa,Swiss,14.0,17,,0 days 00:01:19.427000,,
11,18,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,perez,PER,Mexican,racing_point,British,10.0,18,,0 days 00:01:19.448000,,
63,19,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,russell,RUS,British,williams,British,15.0,19,,0 days 00:01:20.191000,,
88,20,,,,,,,,,2019,Spanish Grand Prix,5,Practice 2,kubica,KUB,Polish,williams,British,11.0,20,,0 days 00:01:20.781000,,
44,1,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,hamilton,HAM,British,mercedes,German,10.0,1,,0 days 00:01:16.568000,,
16,2,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,leclerc,LEC,Monegasque,ferrari,Italian,10.0,2,,0 days 00:01:17.099000,,
77,3,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,bottas,BOT,Finnish,mercedes,German,6.0,3,,0 days 00:01:17.123000,,
5,4,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,vettel,VET,German,ferrari,Italian,11.0,4,,0 days 00:01:17.172000,,
8,5,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,grosjean,GRO,French,haas,American,11.0,5,,0 days 00:01:17.192000,,
20,6,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,kevin_magnussen,MAG,Danish,haas,American,11.0,6,,0 days 00:01:17.530000,,
33,7,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,max_verstappen,VER,Dutch,red_bull,Austrian,10.0,7,,0 days 00:01:17.558000,,
23,8,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,albon,ALB,Thai,toro_rosso,Italian,14.0,8,,0 days 00:01:17.864000,,
7,9,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,raikkonen,RAI,Finnish,alfa,Swiss,14.0,9,,0 days 00:01:17.969000,,
55,10,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,sainz,SAI,Spanish,mclaren,British,16.0,10,,0 days 00:01:18.003000,,
26,11,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,kvyat,KVY,Russian,toro_rosso,Italian,14.0,11,,0 days 00:01:18.105000,,
27,12,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,hulkenberg,HUL,German,renault,French,16.0,12,,0 days 00:01:18.350000,,
11,13,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,perez,PER,Mexican,racing_point,British,10.0,13,,0 days 00:01:18.656000,,
10,14,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,gasly,GAS,French,red_bull,Austrian,6.0,14,,0 days 00:01:18.693000,,
18,15,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,stroll,STR,Canadian,racing_point,British,15.0,15,,0 days 00:01:18.734000,,
99,16,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,giovinazzi,GIO,Italian,alfa,Swiss,12.0,16,,0 days 00:01:18.740000,,
3,17,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,ricciardo,RIC,Australian,renault,French,11.0,17,,0 days 00:01:18.974000,,
4,18,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,norris,NOR,British,mclaren,British,7.0,18,,0 days 00:01:19.007000,,
63,19,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,russell,RUS,British,williams,British,14.0,19,,0 days 00:01:19.421000,,
88,20,,,,,,,,,2019,Spanish Grand Prix,5,Practice 3,kubica,KUB,Polish,williams,British,16.0,20,,0 days 00:01:20.570000,,
77,1,1:16.979,1:15.924,1:15.406,,,,,,2019,Spanish Grand Prix,5,Qualifying,bottas,BOT,Finnish,mercedes,German,,,,1:15.406,,
44,2,1:17.292,1:16.038,1:16.040,,,,,,2019,Spanish Grand Prix,5,Qualifying,hamilton,HAM,British,mercedes,German,,,,1:16.040,,
5,3,1:17.425,1:16.667,1:16.272,,,,,,2019,Spanish Grand Prix,5,Qualifying,vettel,VET,German,ferrari,Italian,,,,1:16.272,,
33,4,1:17.244,1:16.726,1:16.357,,,,,,2019,Spanish Grand Prix,5,Qualifying,max_verstappen,VER,Dutch,red_bull,Austrian,,,,1:16.357,,
16,5,1:17.388,1:16.714,1:16.588,,,,,,2019,Spanish Grand Prix,5,Qualifying,leclerc,LEC,Monegasque,ferrari,Italian,,,,1:16.588,,
10,6,1:17.862,1:16.932,1:16.708,,,,,,2019,Spanish Grand Prix,5,Qualifying,gasly,GAS,French,red_bull,Austrian,,,,1:16.708,,
8,7,1:18.042,1:17.066,1:16.911,,,,,,2019,Spanish Grand Prix,5,Qualifying,grosjean,GRO,French,haas,American,,,,1:16.911,,
20,8,1:17.669,1:17.272,1:16.922,,,,,,2019,Spanish Grand Prix,5,Qualifying,kevin_magnussen,MAG,Danish,haas,American,,,,1:16.922,,
26,9,1:17.914,1:17.243,1:17.573,,,,,,2019,Spanish Grand Prix,5,Qualifying,kvyat,KVY,Russian,toro_rosso,Italian,,,,1:17.573,,
3,10,1:18.385,1:17.299,1:18.106,,,,,,2019,Spanish Grand Prix,5,Qualifying,ricciardo,RIC,Australian,renault,French,,,,1:18.106,,
4,11,1:17.611,1:17.338,,,,,,,2019,Spanish Grand Prix,5,Qualifying,norris,NOR,British,mclaren,British,,,,1:17.338,,
23,12,1:17.796,1:17.445,,,,,,,2019,Spanish Grand Prix,5,Qualifying,albon,ALB,Thai,toro_rosso,Italian,,,,1:17.445,,
55,13,1:17.760,1:17.599,,,,,,,2019,Spanish Grand Prix,5,Qualifying,sainz,SAI,Spanish,mclaren,British,,,,1:17.599,,
7,14,1:18.132,1:17.788,,,,,,,2019,Spanish Grand Prix,5,Qualifying,raikkonen,RAI,Finnish,alfa,Swiss,,,,1:17.788,,
11,15,1:18.286,1:17.886,,,,,,,2019,Spanish Grand Prix,5,Qualifying,perez,PER,Mexican,racing_point,British,,,,1:17.886,,
27,16,1:18.404,,,,,,,,2019,Spanish Grand Prix,5,Qualifying,hulkenberg,HUL,German,renault,French,,,,1:18.404,,
18,17,1:18.471,,,,,,,,2019,Spanish Grand Prix,5,Qualifying,stroll,STR,Canadian,racing_point,British,,,,1:18.471,,
99,18,1:18.664,,,,,,,,2019,Spanish Grand Prix,5,Qualifying,giovinazzi,GIO,Italian,alfa,Swiss,,,,1:18.664,,
63,19,1:19.072,,,,,,,,2019,Spanish Grand Prix,5,Qualifying,russell,RUS,British,williams,British,,,,1:19.072,,
88,20,1:20.254,,,,,,,,2019,Spanish Grand Prix,5,Qualifying,kubica,KUB,Polish,williams,British,,,,1:20.254,,
44,1,,,,1,26,2,66,Finished,2019,Spanish Grand Prix,5,Race,hamilton,HAM,British,mercedes,German,54,1,213.499,1:18.492,5750443,1:35:50.443
77,2,,,,2,18,1,66,Finished,2019,Spanish Grand Prix,5,Race,bottas,BOT,Finnish,mercedes,German,55,2,212.835,1:18.737,5754517,+4.074
33,3,,,,3,15,4,66,Finished,2019,Spanish Grand Prix,5,Race,max_verstappen,VER,Dutch,red_bull,Austrian,57,3,210.081,1:19.769,5758122,+7.679
5,4,,,,4,12,3,66,Finished,2019,Spanish Grand Prix,5,Race,vettel,VET,German,ferrari,Italian,64,4,209.947,1:19.820,5759610,+9.167
16,5,,,,5,10,5,66,Finished,2019,Spanish Grand Prix,5,Race,leclerc,LEC,Monegasque,ferrari,Italian,57,5,209.469,1:20.002,5763804,+13.361
10,6,,,,6,8,6,66,Finished,2019,Spanish Grand Prix,5,Race,gasly,GAS,French,red_bull,Austrian,57,6,208.080,1:20.536,5770019,+19.576
20,7,,,,7,6,8,66,Finished,2019,Spanish Grand Prix,5,Race,kevin_magnussen,MAG,Danish,haas,American,66,9,207.478,1:20.770,5778602,+28.159
55,8,,,,8,4,12,66,Finished,2019,Spanish Grand Prix,5,Race,sainz,SAI,Spanish,mclaren,British,59,10,207.249,1:20.859,5782785,+32.342
26,9,,,,9,2,9,66,Finished,2019,Spanish Grand Prix,5,Race,kvyat,KVY,Russian,toro_rosso,Italian,64,8,207.591,1:20.726,5783499,+33.056
8,10,,,,10,1,7,66,Finished,2019,Spanish Grand Prix,5,Race,grosjean,GRO,French,haas,American,64,12,206.743,1:21.057,5785084,+34.641
23,11,,,,11,0,11,66,Finished,2019,Spanish Grand Prix,5,Race,albon,ALB,Thai,toro_rosso,Italian,65,11,206.817,1:21.028,5785888,+35.445
3,12,,,,12,0,13,66,Finished,2019,Spanish Grand Prix,5,Race,ricciardo,RIC,Australian,renault,French,56,7,207.876,1:20.615,5787201,+36.758
27,13,,,,13,0,0,66,Finished,2019,Spanish Grand Prix,5,Race,hulkenberg,HUL,German,renault,French,65,13,206.171,1:21.282,5789684,+39.241
7,14,,,,14,0,14,66,Finished,2019,Spanish Grand Prix,5,Race,raikkonen,RAI,Finnish,alfa,Swiss,66,14,205.917,1:21.382,5792246,+41.803
11,15,,,,15,0,15,66,Finished,2019,Spanish Grand Prix,5,Race,perez,PER,Mexican,racing_point,British,65,16,204.717,1:21.859,5797320,+46.877
99,16,,,,16,0,18,66,Finished,2019,Spanish Grand Prix,5,Race,giovinazzi,GIO,Italian,alfa,Swiss,64,15,204.782,1:21.833,5798134,+47.691
63,17,,,,17,0,19,65,+1 Lap,2019,Spanish Grand Prix,5,Race,russell,RUS,British,williams,British,64,17,203.418,1:22.382,,
88,18,,,,18,0,17,65,+1 Lap,2019,Spanish Grand Prix,5,Race,kubica,KUB,Polish,williams,British,65,19,201.413,1:23.202,,
18,19,,,,R,0,16,44,Collision,2019,Spanish Grand Prix,5,Race,stroll,STR,Canadian,racing_point,British,28,20,201.355,1:23.226,,
4,20,,,,R,0,10,44,Collision,2019,Spanish Grand Prix,5,Race,norris,NOR,British,mclaren,British,28,18,202.977,1:22.561,,
44,1,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,hamilton,HAM,British,mercedes,German,23.0,1,,0 days 00:01:12.106000,,
33,2,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,max_verstappen,VER,Dutch,red_bull,Austrian,21.0,2,,0 days 00:01:12.165000,,
77,3,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,bottas,BOT,Finnish,mercedes,German,28.0,3,,0 days 00:01:12.178000,,
16,4,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,leclerc,LEC,Monegasque,ferrari,Italian,16.0,4,,0 days 00:01:12.467000,,
5,5,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,vettel,VET,German,ferrari,Italian,16.0,5,,0 days 00:01:12.823000,,
10,6,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,gasly,GAS,French,red_bull,Austrian,36.0,6,,0 days 00:01:13.170000,,
27,7,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,hulkenberg,HUL,German,renault,French,33.0,7,,0 days 00:01:13.227000,,
20,8,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,kevin_magnussen,MAG,Danish,haas,American,19.0,8,,0 days 00:01:13.232000,,
7,9,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,raikkonen,RAI,Finnish,alfa,Swiss,26.0,9,,0 days 00:01:13.363000,,
8,10,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,grosjean,GRO,French,haas,American,20.0,10,,0 days 00:01:13.379000,,
3,11,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,ricciardo,RIC,Australian,renault,French,29.0,11,,0 days 00:01:13.413000,,
99,12,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,giovinazzi,GIO,Italian,alfa,Swiss,17.0,12,,0 days 00:01:13.437000,,
26,13,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,kvyat,KVY,Russian,toro_rosso,Italian,16.0,13,,0 days 00:01:13.731000,,
23,14,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,albon,ALB,Thai,toro_rosso,Italian,18.0,14,,0 days 00:01:13.827000,,
4,15,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,norris,NOR,British,mclaren,British,25.0,15,,0 days 00:01:14.278000,,
11,16,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,perez,PER,Mexican,racing_point,British,15.0,16,,0 days 00:01:14.566000,,
63,17,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,russell,RUS,British,williams,British,21.0,17,,0 days 00:01:15.115000,,
88,18,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,kubica,KUB,Polish,williams,British,22.0,18,,0 days 00:01:15.514000,,
18,19,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,stroll,STR,Canadian,racing_point,British,11.0,19,,0 days 00:01:16.135000,,
55,20,,,,,,,,,2019,Monaco Grand Prix,6,Practice 1,sainz,SAI,Spanish,mclaren,British,2.0,20,,0 days 00:01:22.741000,,
44,1,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,hamilton,HAM,British,mercedes,German,21.0,1,,0 days 00:01:11.118000,,
77,2,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,bottas,BOT,Finnish,mercedes,German,23.0,2,,0 days 00:01:11.199000,,
5,3,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,vettel,VET,German,ferrari,Italian,13.0,3,,0 days 00:01:11.881000,,
10,4,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,gasly,GAS,French,red_bull,Austrian,18.0,4,,0 days 00:01:11.938000,,
23,5,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,albon,ALB,Thai,toro_rosso,Italian,17.0,5,,0 days 00:01:12.031000,,
33,6,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,max_verstappen,VER,Dutch,red_bull,Austrian,8.0,6,,0 days 00:01:12.052000,,
20,7,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,kevin_magnussen,MAG,Danish,haas,American,25.0,7,,0 days 00:01:12.174000,,
99,8,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,giovinazzi,GIO,Italian,alfa,Swiss,14.0,8,,0 days 00:01:12.239000,,
7,9,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,raikkonen,RAI,Finnish,alfa,Swiss,20.0,9,,0 days 00:01:12.342000,,
16,10,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,leclerc,LEC,Monegasque,ferrari,Italian,12.0,10,,0 days 00:01:12.350000,,
8,11,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,grosjean,GRO,French,haas,American,17.0,11,,0 days 00:01:12.392000,,
4,12,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,norris,NOR,British,mclaren,British,19.0,12,,0 days 00:01:12.393000,,
55,13,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,sainz,SAI,Spanish,mclaren,British,23.0,13,,0 days 00:01:12.419000,,
26,14,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,kvyat,KVY,Russian,toro_rosso,Italian,16.0,14,,0 days 00:01:12.577000,,
11,15,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,perez,PER,Mexican,racing_point,British,16.0,15,,0 days 00:01:12.752000,,
27,16,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,hulkenberg,HUL,German,renault,French,18.0,16,,0 days 00:01:12.872000,,
3,17,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,ricciardo,RIC,Australian,renault,French,22.0,17,,0 days 00:01:12.888000,,
18,18,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,stroll,STR,Canadian,racing_point,British,16.0,18,,0 days 00:01:14.558000,,
63,19,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,russell,RUS,British,williams,British,4.0,19,,0 days 00:01:15.052000,,
88,20,,,,,,,,,2019,Monaco Grand Prix,6,Practice 2,kubica,KUB,Polish,williams,British,17.0,20,,0 days 00:01:15.146000,,
16,1,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,leclerc,LEC,Monegasque,ferrari,Italian,14.0,1,,0 days 00:01:11.265000,,
77,2,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,bottas,BOT,Finnish,mercedes,German,20.0,2,,0 days 00:01:11.318000,,
44,3,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,hamilton,HAM,British,mercedes,German,15.0,3,,0 days 00:01:11.478000,,
33,4,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,max_verstappen,VER,Dutch,red_bull,Austrian,17.0,4,,0 days 00:01:11.539000,,
10,5,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,gasly,GAS,French,red_bull,Austrian,22.0,5,,0 days 00:01:11.738000,,
99,6,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,giovinazzi,GIO,Italian,alfa,Swiss,20.0,6,,0 days 00:01:12.170000,,
26,7,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,kvyat,KVY,Russian,toro_rosso,Italian,22.0,7,,0 days 00:01:12.194000,,
20,8,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,kevin_magnussen,MAG,Danish,haas,American,23.0,8,,0 days 00:01:12.270000,,
7,9,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,raikkonen,RAI,Finnish,alfa,Swiss,21.0,9,,0 days 00:01:12.308000,,
23,10,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,albon,ALB,Thai,toro_rosso,Italian,26.0,10,,0 days 00:01:12.338000,,
27,11,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,hulkenberg,HUL,German,renault,French,18.0,11,,0 days 00:01:12.489000,,
3,12,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,ricciardo,RIC,Australian,renault,French,15.0,12,,0 days 00:01:12.519000,,
8,13,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,grosjean,GRO,French,haas,American,15.0,13,,0 days 00:01:12.566000,,
5,14,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,vettel,VET,German,ferrari,Italian,5.0,14,,0 days 00:01:12.583000,,
55,15,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,sainz,SAI,Spanish,mclaren,British,23.0,15,,0 days 00:01:12.862000,,
4,16,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,norris,NOR,British,mclaren,British,18.0,16,,0 days 00:01:12.914000,,
11,17,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,perez,PER,Mexican,racing_point,British,17.0,17,,0 days 00:01:13.232000,,
18,18,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,stroll,STR,Canadian,racing_point,British,14.0,18,,0 days 00:01:13.622000,,
88,19,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,kubica,KUB,Polish,williams,British,17.0,19,,0 days 00:01:14.086000,,
63,20,,,,,,,,,2019,Monaco Grand Prix,6,Practice 3,russell,RUS,British,williams,British,19.0,20,,0 days 00:01:14.305000,,
44,1,1:11.542,1:10.835,1:10.166,,,,,,2019,Monaco Grand Prix,6,Qualifying,hamilton,HAM,British,mercedes,German,,,,1:10.166,,
77,2,1:11.562,1:10.701,1:10.252,,,,,,2019,Monaco Grand Prix,6,Qualifying,bottas,BOT,Finnish,mercedes,German,,,,1:10.252,,
33,3,1:11.597,1:10.618,1:10.641,,,,,,2019,Monaco Grand Prix,6,Qualifying,max_verstappen,VER,Dutch,red_bull,Austrian,,,,1:10.641,,
5,4,1:11.434,1:11.227,1:10.947,,,,,,2019,Monaco Grand Prix,6,Qualifying,vettel,VET,German,ferrari,Italian,,,,1:10.947,,
